bullet_rating,bullet_wins,bullet_losses,bullet_draws,blitz_rating,blitz_wins,blitz_losses,blitz_draws,rapid_rating,rapid_wins,rapid_losses,rapid_draws,daily_rating,daily_wins,daily_losses,daily_draws
435,3,30,3,617,105,269,18,908,172,275,21,814,14,40,2
622,28,30,0,796,318,449,41,835,15,20,0,1304,5,1,0
805,91,126,1,1182,553,489,38,1192,135,116,10,1402,50,38,0
532,1,3,0,1003,183,157,5,927,2,1,0,704,3,3,0
1029,61,46,4,1412,79,62,9,1312,23,19,3,,,,
654,5,6,0,1045,1508,1518,83,,,,,1180,16,18,2
,,,,1271,5,4,0,,,,,,,,
986,0,1,0,948,1226,1231,80,,,,,924,4,8,0
798,117,133,9,743,428,428,92,595,4,5,3,1096,1,2,0
836,95,108,4,1158,567,432,38,1166,23,32,4,1381,328,334,19
1661,233,155,20,1985,2397,2332,263,1700,203,162,24,1705,0,2,0
,,,,1533,82,66,6,,,,,,,,
961,1,3,0,,,,,,,,,1064,520,423,9
1730,49,36,4,2012,59,30,2,,,,,,,,
,,,,1080,5,11,0,,,,,,,,
1512,176,171,14,1686,232,218,48,1596,345,384,58,1631,142,127,22
,,,,848,1,1,2,,,,,,,,
528,0,3,0,654,1,4,0,,,,,,,,
295,17,50,0,490,625,695,14,654,18,24,1,792,0,1,0
,,,,1294,165,155,14,,,,,,,,
,,,,1203,65,68,3,,,,,,,,
1019,0,1,0,1071,0,1,0,,,,,988,573,536,28
936,1928,1926,86,1266,410,322,39,,,,,,,,
892,0,4,0,1550,2537,2010,105,,,,,,,,
736,2,9,0,1385,1204,1183,96,1071,9,11,0,,,,
569,1,3,0,1151,1742,1722,78,630,0,1,0,,,,
392,22,29,0,377,31,58,1,763,0,2,0,860,16,34,0
990,0,1,0,1246,3448,3440,420,1153,3,3,2,1260,5,5,1
534,0,2,0,879,470,419,10,1086,136,95,6,597,0,3,0
379,12,47,0,818,37,54,8,940,49,20,6,478,5,8,1
,,,,658,20,30,0,916,46,48,1,799,0,1,0
807,3,2,0,836,276,261,16,651,0,1,0,,,,
843,0,3,0,1180,210,217,22,,,,,,,,
,,,,1069,48,65,5,837,1,2,0,838,0,1,0
,,,,1011,22,27,0,942,14,14,0,,,,
,,,,1263,509,451,22,1388,15,11,3,1325,3,3,1
,,,,1238,1602,1557,122,,,,,,,,
,,,,809,216,229,23,960,6,4,1,,,,
1120,33,39,1,1755,613,471,58,1402,38,34,4,1115,0,1,0
1165,116,113,6,1576,951,880,97,1495,7,3,1,808,1,2,0
712,6,8,0,1030,229,190,10,956,1,0,0,860,1,1,0
1907,63,53,7,2147,2355,1903,402,,,,,,,,
,,,,644,6,16,0,611,33,41,7,,,,
803,0,3,0,931,92,102,9,952,9,16,1,,,,
1102,552,513,17,1413,595,508,62,777,0,1,0,,,,
1129,41,50,1,1811,4343,3977,389,1598,5,3,1,1606,40,10,2
1805,128,74,13,2050,172,73,18,1465,2,1,0,1691,42,1,2
1320,19,14,0,1562,134,124,12,1661,168,144,20,,,,
871,4,5,0,1378,1678,1931,216,1428,29,24,1,1116,3,6,0
2067,5504,4082,471,2121,1780,1344,243,746,7,13,1,1839,1386,557,168
,,,,1400,1538,1475,188,1012,1,0,0,1254,46,30,0
955,1,3,0,1166,0,5,1,1334,1,0,0,1402,1,7,1
1257,323,336,11,1750,2449,2273,201,1668,35,22,1,1607,24,13,2
,,,,1635,39,32,3,,,,,,,,
971,1,1,0,1316,41,28,3,,,,,Unrated,0,0,1
,,,,780,51,63,7,,,,,,,,
871,64,62,4,903,227,223,13,418,0,2,0,,,,
616,0,1,0,846,150,120,15,763,0,1,0,1148,4,4,1
661,3,4,0,869,46,50,8,997,15,11,5,739,4,13,0
,,,,,,,,,,,,,,,
947,2,4,0,778,286,318,34,1526,0,2,0,1424,2,28,0
539,13,28,0,890,447,456,25,,,,,,,,
,,,,838,1,1,0,1176,3,0,1,1006,12,6,0
2117,1774,1654,176,2303,1607,1477,284,1420,2,0,0,,,,
826,6,19,1,905,399,351,36,1088,3,2,1,681,0,2,0
1544,832,862,49,1952,842,831,85,1582,36,33,7,1767,74,47,4
1111,6809,7005,47,1174,2288,2234,90,1091,195,208,10,1184,7,3,0
,,,,800,1,0,0,,,,,,,,
638,0,1,0,938,523,490,113,1033,2,1,1,,,,
944,59,48,5,1108,226,215,27,1201,24,14,2,,,,
623,0,2,0,888,1,0,0,,,,,,,,
723,407,451,16,1098,1777,1771,106,1119,1,2,0,735,0,2,0
1549,1326,1243,151,1660,941,827,153,,,,,,,,
,,,,1026,2,4,1,,,,,,,,
1190,14,10,0,1425,405,375,21,1005,0,1,0,,,,
,,,,980,0,1,0,,,,,,,,
1564,1,0,0,2243,223,147,51,,,,,,,,
,,,,976,24,34,2,,,,,,,,
,,,,1641,173,117,13,,,,,,,,
895,43,44,2,1083,346,334,24,1172,26,13,1,1000,0,1,0
,,,,824,8,35,2,,,,,,,,
965,54,48,0,1111,114,110,7,637,0,1,0,,,,
1033,3,8,0,983,51,58,4,1174,2,1,0,,,,
791,8,4,0,1030,289,255,40,,,,,,,,
1028,0,1,0,1225,482,488,17,,,,,,,,
803,2,8,1,1070,48,36,4,1088,57,64,7,,,,
1567,829,687,42,1416,1755,1711,133,1103,15,7,1,953,1,2,0
,,,,805,3,2,1,,,,,,,,
,,,,1158,555,515,59,,,,,1271,28,18,1
,,,,1909,20,10,1,800,5,3,0,,,,
,,,,1105,1113,1071,114,1243,70,61,3,723,2,2,0
1645,6,6,1,1682,3,3,2,,,,,,,,
561,1,6,1,817,721,762,97,1261,3,0,0,774,0,2,0
1310,4,5,0,1910,267,221,19,1036,1,1,0,1811,323,145,16
,,,,1388,62,42,2,,,,,,,,
997,492,515,10,1138,831,841,49,1002,2,4,0,1253,97,114,12
,,,,1086,862,851,52,1133,66,73,2,1124,81,68,3
664,1,8,0,744,0,4,0,,,,,788,0,7,0
732,0,2,0,818,898,874,41,812,61,57,3,,,,
,,,,,,,,1273,3,0,0,,,,
,,,,1149,40,44,4,,,,,,,,
2018,1788,1565,152,2205,495,334,62,1889,12,8,4,1610,1068,705,111
,,,,1095,15,15,1,,,,,,,,
1493,3728,3611,247,1460,603,582,42,1481,5,2,0,1481,8,2,1
870,72,83,5,1387,467,496,30,1178,2,1,0,1146,1,0,0
,,,,713,44,102,17,,,,,,,,
669,8,19,0,1083,1686,1662,138,1208,703,699,61,997,0,2,0
660,15,30,1,1125,271,273,37,1152,8,13,1,1200,4,0,1
539,12,45,1,824,146,164,5,1015,424,434,24,949,13,17,0
542,4,14,0,688,38,31,0,939,0,1,0,,,,
,,,,1300,500,438,37,1136,6,3,0,,,,
,,,,1196,1,0,0,,,,,,,,
1086,1747,1893,59,1188,600,662,55,1251,15,16,5,922,10,15,0
,,,,1627,36,13,1,,,,,,,,
,,,,1281,1450,1421,67,1538,58,32,6,,,,
747,0,1,0,488,29,43,0,723,11,10,0,,,,
,,,,800,2,2,0,1827,34,4,1,,,,
930,111,115,7,1136,1257,1152,155,,,,,,,,
721,151,171,2,969,240,236,14,,,,,1200,119,213,3
789,1,4,0,1347,65,51,1,,,,,,,,
,,,,907,8,7,0,,,,,,,,
637,1,3,0,1269,32,28,2,,,,,,,,
1500,1,6,0,,,,,,,,,,,,
1265,2,3,1,1719,7,6,2,,,,,,,,
582,0,1,0,1169,1446,1421,142,747,2,3,0,672,0,1,0
893,42,35,2,1061,282,287,30,,,,,,,,
,,,,1375,19,21,0,1546,45,30,4,,,,
,,,,,,,,1147,27,18,1,,,,
1227,2,1,0,1855,1501,1354,150,,,,,,,,
919,10,10,0,1000,166,138,17,877,1,4,2,,,,
579,49,55,2,772,74,68,7,1068,124,85,7,558,1,3,0
1361,21,17,2,1425,21,19,0,,,,,,,,
663,4,9,0,655,26,31,3,1129,3,2,0,771,6,16,0
988,88,78,3,1077,451,417,33,1190,5,3,0,631,0,3,0
502,37,56,1,497,155,192,2,,,,,1335,10,2,0
737,0,2,0,789,155,170,5,,,,,,,,
763,1,4,0,1067,2,0,0,,,,,,,,
1223,127,125,2,978,1457,1487,97,1295,20,11,2,1049,2,4,0
912,38,21,0,1062,646,597,49,969,5,3,0,792,0,1,0
984,213,206,6,1356,720,667,54,796,1,1,0,1176,3,0,0
1312,23,16,2,1300,3,4,0,819,1,0,1,,,,
,,,,1432,11,18,3,,,,,,,,
,,,,1321,721,726,49,,,,,,,,
,,,,789,241,257,12,,,,,,,,
978,3,7,1,1289,228,205,21,,,,,897,0,1,0
1111,354,351,7,2258,567,254,25,1532,17,8,1,1670,2,0,1
967,40,46,0,1032,1195,1264,44,1081,5,17,0,,,,
754,4,6,0,1600,5285,5150,336,1529,36,17,5,1456,267,229,16
821,144,116,1,1126,587,498,58,970,1,0,0,Unrated,1,0,0
1204,147,127,15,1325,717,681,107,974,4,5,0,1347,3,21,0
1070,0,1,0,909,0,2,0,1212,171,155,13,1128,4,1,0
981,1,0,0,1487,18,6,0,,,,,,,,
1663,99,58,7,1696,80,49,9,,,,,1749,2664,862,359
,,,,997,2,3,1,,,,,,,,
981,65,70,4,1109,168,167,24,1264,24,20,7,1730,184,96,25
,,,,1693,1832,1796,248,1660,9,1,0,,,,
,,,,897,54,47,10,1029,6,3,1,743,0,1,0
,,,,804,295,365,14,,,,,,,,
661,17,28,0,767,517,514,23,,,,,Unrated,1,0,0
,,,,1065,47,63,2,,,,,,,,
947,4,11,0,1152,325,334,18,1296,128,128,4,,,,
725,15,12,0,999,174,189,13,,,,,Unrated,2,0,0
2258,243,157,22,2359,477,230,31,1798,15,2,0,,,,
1087,19,25,1,1605,4386,3478,340,1496,56,35,7,1644,15,4,0
,,,,,,,,,,,,,,,
,,,,1347,7,8,0,1163,2,1,0,,,,
,,,,1190,185,172,11,,,,,,,,
528,4,33,0,800,177,198,10,1131,61,53,4,,,,
1219,1965,1913,56,1516,1246,1186,61,1483,137,112,14,,,,
1019,0,1,0,1090,380,368,35,1169,45,46,3,1719,81,20,1
1495,32,22,0,1916,2786,2298,308,1903,956,682,210,,,,
741,73,70,3,989,268,212,30,1120,95,66,10,806,12,11,0
1420,173,156,9,1656,728,622,46,,,,,,,,
1068,292,510,5,1135,308,332,8,1289,107,95,5,1467,12,3,0
1820,709,601,67,1996,170,110,18,1267,0,2,0,,,,
900,1750,1277,34,1003,114,89,1,1444,6,2,2,1534,10,2,0
,,,,375,150,235,37,,,,,,,,
,,,,677,4,5,0,,,,,,,,
,,,,855,192,202,15,884,0,1,0,783,0,2,0
,,,,1393,14,15,1,,,,,,,,
1389,76,73,1,1471,752,590,35,1465,32,5,1,1753,44,0,0
,,,,1139,2,2,0,1006,8,9,0,1363,21,3,2
,,,,929,27,42,0,1134,105,92,10,,,,
1735,10,19,1,1941,27,19,3,,,,,,,,
783,2,3,0,720,63,39,9,637,3,5,0,,,,
1046,5,3,0,1342,427,412,22,998,3,2,0,1166,1,0,0
686,1,3,0,1021,546,537,32,1265,199,162,8,,,,
,,,,824,213,192,17,,,,,,,,
855,1,2,0,1581,683,645,25,,,,,,,,
,,,,1339,3074,3023,159,1393,266,260,10,1066,0,1,0
,,,,1330,224,248,23,,,,,,,,
1068,2083,1998,49,1366,3069,2912,254,1267,2,1,0,952,1,3,0
2559,482,349,24,2495,553,643,154,,,,,,,,
,,,,1361,1320,1319,88,,,,,,,,
1506,213,150,3,1792,1257,1091,82,1526,237,156,12,980,2,2,0
,,,,726,3,4,0,,,,,,,,
1152,90,97,10,1401,2474,2921,347,1102,4,3,0,1079,4,7,0
1264,2305,2729,68,1599,2009,2034,169,1505,47,43,5,1690,155,112,16
,,,,1623,24,19,5,1438,9,7,0,,,,
,,,,947,2,1,1,,,,,,,,
1512,1966,2012,140,1461,1504,1553,148,1339,42,40,2,1278,25,46,5
1017,6,7,0,1168,1413,1384,59,1208,32,29,0,1235,1,2,0
946,2,3,0,1100,180,138,15,1110,105,87,12,1236,10,2,0
,,,,1106,3,3,0,1082,2,2,0,,,,
,,,,1011,231,251,28,1186,1,0,0,1287,15,5,0
1000,4,0,0,820,122,112,10,,,,,,,,
,,,,798,10,14,0,,,,,,,,
,,,,998,247,245,31,1253,122,85,7,,,,
,,,,1056,17,12,1,,,,,,,,
793,108,83,2,776,179,208,23,,,,,Unrated,0,1,0
,,,,587,0,2,0,,,,,,,,
1362,1,0,0,846,78,52,7,1176,5,1,1,1149,92,22,8
,,,,851,1,2,0,1071,8,11,0,,,,
1521,1123,1019,85,1699,1070,1012,108,1606,317,243,75,1335,308,254,28
,,,,1201,1,0,0,1441,2683,2541,157,,,,
,,,,1626,66,47,6,,,,,,,,
983,3,5,0,1024,316,307,30,1101,11,12,3,Unrated,0,1,0
371,1,14,0,662,555,630,46,778,300,337,35,793,10,66,1
1343,16,6,0,1728,653,566,63,1375,11,3,0,,,,
,,,,874,14,25,2,,,,,,,,
1121,843,824,48,1136,1331,1247,81,1146,107,130,6,1141,12,6,0
,,,,933,8,8,0,1052,8,7,0,,,,
717,1,3,0,994,216,222,26,931,2,2,0,1136,66,49,10
,,,,1011,36,43,8,1233,30,23,5,,,,
,,,,948,1205,1155,60,614,36,63,7,1173,16,7,2
1058,183,242,9,1022,214,507,11,1107,0,2,0,1099,32,54,0
,,,,1536,24,12,0,1700,9,1,0,1528,15,7,0
,,,,1986,114,74,13,,,,,,,,
2275,128,32,4,2142,39,14,5,,,,,,,,
,,,,1521,12,4,0,,,,,,,,
1726,1101,1129,56,1681,246,212,14,1756,23,17,2,1172,0,2,0
,,,,1201,298,300,13,,,,,Unrated,0,1,0
,,,,1016,1,1,0,,,,,,,,
,,,,1118,1394,1397,123,1107,1,0,0,,,,
924,533,531,5,1508,610,538,35,1436,2,1,0,,,,
747,0,1,0,1168,719,721,34,893,4,7,0,1362,68,72,3
668,0,5,0,1236,3184,3144,153,,,,,849,6,16,0
1202,10,21,1,1431,1027,1032,50,1282,1,3,0,,,,
,,,,1501,4,1,0,,,,,1561,204,225,44
,,,,1585,159,132,15,1579,4,1,0,,,,
906,0,2,0,930,777,797,67,916,134,161,17,741,0,1,0
2062,16,1,1,2265,51,5,1,800,1,2,2,,,,
,,,,1010,578,561,60,,,,,,,,
,,,,686,0,2,1,834,273,271,83,,,,
684,4,7,0,1077,36,43,1,1104,304,295,6,,,,
,,,,1589,525,277,27,1344,1,0,0,1766,31,7,4
1389,7,7,0,1729,123,111,15,,,,,,,,
913,576,559,15,1068,1242,1183,72,1187,14,7,0,778,0,3,1
1178,100,72,5,1219,1768,1343,158,979,364,113,26,,,,
1029,0,1,0,859,320,337,10,,,,,,,,
1918,179,153,10,2130,1542,1394,242,,,,,1776,0,0,1
852,71,79,1,1116,408,414,12,1422,154,139,12,,,,
1225,2129,2073,40,1258,1632,1617,98,,,,,1324,71,66,3
714,2,8,0,1214,728,716,59,1177,3,5,0,,,,
2060,235,140,24,2176,310,266,50,,,,,,,,
1004,119,122,7,1248,559,563,45,1057,8,9,0,1335,5,4,0
700,22,17,0,683,175,156,22,537,0,1,0,,,,
1200,2200,1998,81,1386,2138,1790,169,1512,90,80,5,591,29,96,7
,,,,734,1,6,0,1149,109,124,20,1762,37,1,1
,,,,480,19,21,2,1075,12,3,1,,,,
1160,194,167,10,1319,382,311,24,1203,133,107,7,1377,33,8,1
1132,4,2,0,1335,1621,1518,138,980,1,1,0,,,,
1096,1000,967,55,1274,1554,1503,150,1124,9,4,1,942,14,26,2
1177,3,0,0,835,0,0,1,,,,,Unrated,0,2,0
966,18,17,1,1341,1966,2013,179,1294,57,44,2,Unrated,1,4,0
,,,,553,37,36,2,846,55,72,3,1077,2,1,0
1823,853,759,55,1827,1019,928,136,1513,125,93,9,1426,57,46,5
1119,224,206,10,1202,561,527,33,1510,229,184,16,,,,
1163,2,1,0,1432,1306,1261,105,1413,25,20,2,1560,172,108,36
,,,,,,,,1007,95,84,7,872,0,1,0
,,,,2035,59,36,10,917,1,0,0,,,,
1075,470,428,11,1427,846,752,61,1388,325,253,15,,,,
1345,293,249,20,1611,1471,1312,120,1767,370,271,50,1692,38,4,2
,,,,982,34,51,4,,,,,,,,
1624,202,159,4,1721,160,102,9,1675,7,1,1,1022,0,8,0
484,0,3,0,865,308,348,29,854,11,19,0,,,,
1086,7,5,0,1336,1654,1564,110,1233,2,1,0,1230,8,14,0
,,,,1582,1962,1835,120,,,,,,,,
800,8,8,0,765,44,56,4,627,5,6,0,Unrated,1,0,0
,,,,1150,211,176,24,,,,,,,,
928,10,10,0,897,1655,1719,75,916,0,2,0,1045,80,78,8
2307,2113,2002,142,2318,286,236,20,1966,6,0,0,1832,16,4,0
1075,2703,2716,38,1379,2434,2309,80,,,,,1513,73,43,5
910,1,13,0,1129,354,379,50,1062,196,156,32,1381,0,3,0
280,1,13,0,250,0,5,0,,,,,Unrated,2,20,0
,,,,852,2,4,0,1076,54,26,8,,,,
631,31,43,0,1327,546,476,39,1195,1,1,0,678,2,5,0
,,,,812,0,1,0,,,,,,,,
,,,,712,149,124,10,,,,,,,,
810,2,3,0,1085,388,354,34,1112,6,2,0,1184,2,0,1
,,,,788,12,7,1,,,,,1064,261,325,13
1220,2,0,0,811,15,21,1,,,,,,,,
1540,785,813,78,1708,906,928,110,1451,65,72,15,1484,124,130,7
985,0,1,0,1222,83,96,9,920,6,5,1,1496,7,1,4
1620,4354,4210,330,1644,2565,2554,176,1514,32,24,0,1236,31,26,0
,,,,1024,50,10,1,,,,,2025,57,3,5
479,1,9,0,787,223,233,15,596,0,1,0,1066,2,1,0
1313,4821,2590,199,1391,1407,689,70,1022,55,22,0,1203,5,9,0
1406,1873,1799,103,1172,1272,1224,61,1214,41,34,1,Unrated,0,1,0
642,5,7,0,847,138,155,3,1131,4,1,0,800,0,0,1
,,,,833,104,81,3,1079,62,49,5,,,,
,,,,649,0,1,0,,,,,,,,
1169,4,5,0,1267,12,7,2,1350,22,10,1,670,7,20,0
759,4,4,0,1003,162,145,9,1319,367,295,11,1095,7,6,0
1761,201,154,10,1603,837,729,64,1459,47,33,2,,,,
,,,,1008,311,279,27,,,,,1046,4,2,0
726,8,10,0,591,59,69,8,,,,,,,,
1063,347,305,5,1187,1215,1162,61,,,,,1128,3,5,1
,,,,1813,6,4,3,,,,,,,,
1076,81,70,6,1479,65,67,5,1413,5,8,0,Unrated,3,0,0
1450,496,361,38,1705,1483,1107,129,1740,60,24,4,1387,10,0,0
610,5,4,0,831,25,27,1,678,0,1,0,,,,
,,,,637,3,10,0,,,,,,,,
1431,858,805,36,1806,1505,1386,147,1582,165,129,13,967,0,4,0
1148,2148,2118,133,1348,68,58,2,,,,,,,,
694,13,19,0,948,108,100,6,1008,29,26,2,1303,20,9,0
829,1284,1294,12,1200,281,214,22,1360,26,2,0,1522,26,4,1
,,,,1063,1,1,0,,,,,1336,216,246,6
,,,,1097,103,108,6,1512,1,0,0,1465,89,34,5
1361,506,385,22,1057,1036,1172,74,1130,142,123,6,1104,122,284,12
1773,31,6,1,2105,343,298,31,,,,,,,,
622,13,22,0,917,416,457,33,689,12,9,2,863,1,1,0
,,,,1178,270,246,36,1065,71,69,23,1272,3,2,2
,,,,534,100,137,7,1010,1,2,0,1052,13,14,0
1362,1,0,0,1814,25,14,3,,,,,,,,
,,,,702,110,105,7,,,,,861,0,1,0
1301,441,389,20,1501,1655,1518,104,1512,774,672,93,990,0,2,0
416,0,4,0,1042,191,169,8,1078,2,0,0,645,0,2,0
,,,,,,,,967,0,1,0,,,,
1420,1384,1324,70,1663,374,405,27,1566,11,8,0,1344,19,12,3
585,3,5,0,872,240,242,25,940,4,2,0,816,5,16,0
989,100,109,3,1286,942,915,45,1329,67,49,5,,,,
1900,289,211,23,2020,1626,1524,170,1831,69,24,14,1579,3,0,2
1145,43,43,2,1395,7390,7361,597,1358,1507,1648,180,Unrated,1,0,0
,,,,1136,1,5,0,1287,1,1,0,,,,
385,0,7,0,391,7,13,4,1030,1,0,0,,,,
,,,,1054,0,1,0,,,,,1049,26,54,0
900,233,244,7,1259,527,482,44,1502,68,33,2,,,,
,,,,551,21,14,2,595,7,12,0,,,,
,,,,944,1,0,0,997,1,0,0,,,,
535,21,40,0,999,178,160,31,846,15,26,2,959,6,8,0
2051,388,295,33,2160,117,70,11,,,,,,,,
,,,,629,16,15,4,764,1,1,0,976,4,3,0
,,,,573,15,24,2,,,,,,,,
1812,1908,1989,64,1901,7548,7946,538,2078,194,193,9,1730,50,24,5
575,2841,4125,13,1053,3811,4780,114,1157,540,581,38,1438,62,50,0
1353,383,345,14,1517,1756,1665,106,1221,8,10,0,1300,21,31,0
1536,241,218,7,1885,3053,2878,166,,,,,Unrated,0,1,0
502,8,13,1,1052,1299,1307,91,1051,15,2,2,651,1,1,0
2337,261,164,22,2487,2434,915,209,2185,925,249,126,1803,57,34,5
,,,,708,1,1,0,,,,,,,,
1060,0,1,0,1837,3423,3591,290,1535,10,4,0,1358,20,13,1
467,2,5,0,1239,450,406,19,1115,13,17,2,,,,
1278,7,4,1,1444,433,383,30,891,1,4,1,,,,
410,9,21,0,657,147,143,10,620,2,4,1,648,0,1,0
,,,,651,301,328,66,,,,,,,,
1467,169,112,4,1589,5348,5143,416,1208,36,33,0,1212,5,4,0
664,0,1,0,757,506,504,95,638,0,1,0,,,,
,,,,,,,,578,18,19,1,,,,
1440,14,8,0,2008,726,464,56,1977,18,4,1,,,,
,,,,681,69,87,3,861,85,72,7,,,,
,,,,856,74,82,7,910,5,3,1,,,,
1208,50,51,4,1291,89,81,7,1461,217,206,15,1664,4,0,0
,,,,543,14,29,2,,,,,,,,
,,,,688,15,20,0,986,6,6,3,,,,
,,,,1209,115,91,13,1198,197,171,12,1330,35,45,1
2410,19258,12318,1395,2332,2852,2099,241,,,,,,,,
673,28,25,0,1512,752,673,79,1406,2,0,0,1774,27,0,3
840,0,1,0,845,4,5,0,,,,,,,,
1013,0,1,0,1068,300,377,19,,,,,,,,
837,4,8,0,1164,269,280,7,1273,392,361,15,,,,
1761,2136,1843,149,1993,360,277,27,1686,4,2,0,,,,
,,,,811,2,3,0,1069,0,1,0,,,,
,,,,982,346,298,30,629,0,1,0,948,1,1,0
,,,,1446,2083,1996,245,,,,,,,,
1316,1,0,0,1322,223,258,13,1424,1,2,0,1439,31,5,0
1328,4773,4562,297,1279,1938,1748,146,1242,49,32,5,1002,5,3,0
,,,,1217,80,51,6,1181,3,0,0,,,,
971,369,370,13,1198,123,114,7,1313,75,62,6,,,,
,,,,1310,415,346,33,,,,,846,0,1,0
611,15,32,0,1043,296,364,16,1096,37,49,2,,,,
2374,970,244,34,2380,504,209,29,2400,17,3,6,,,,
2481,19,12,1,2529,586,446,78,,,,,,,,
984,62,46,3,1140,398,289,49,,,,,,,,
,,,,866,438,430,23,1117,2,0,0,,,,
,,,,984,2,1,0,,,,,Unrated,2,0,0
,,,,1023,273,268,17,,,,,1220,28,47,3
2009,90,9,3,2183,480,79,13,1429,2,0,0,,,,
1307,177,148,8,1465,326,297,14,1556,636,541,29,,,,
1490,33,36,1,1717,710,643,50,800,1,0,0,,,,
1308,154,139,8,1814,238,123,28,1681,9,2,3,,,,
,,,,954,24,43,2,1090,13,11,0,,,,
,,,,617,1,2,0,,,,,,,,
383,6,20,0,813,493,472,36,1083,247,173,19,487,4,18,0
1360,3,4,0,1078,32,63,0,1251,0,2,0,Unrated,0,1,0
,,,,1289,285,264,20,,,,,,,,
,,,,1149,851,820,49,,,,,,,,
,,,,896,1186,1183,51,667,0,1,0,,,,
,,,,1701,19,17,3,,,,,,,,
778,6,19,0,1090,717,677,52,1089,17,20,1,1369,9,7,1
1129,0,1,0,1076,422,395,28,1416,4,2,0,1281,1692,2035,160
,,,,1361,6,3,1,,,,,,,,
1170,109,92,1,1293,2229,2693,130,1367,28,30,2,Unrated,0,8,0
988,6,8,0,1270,2870,2840,336,952,4,4,0,1383,184,185,13
1682,28,13,3,1602,137,85,13,1422,3,2,0,1778,528,335,66
,,,,632,70,94,2,857,87,98,2,,,,
876,11,14,0,913,101,89,12,,,,,,,,
961,101,109,6,1227,1796,1748,175,1334,688,658,118,,,,
602,3,11,1,736,7,20,1,,,,,,,,
,,,,865,128,101,14,800,0,1,0,,,,
,,,,1607,78,36,5,,,,,1548,1,0,3
1288,2,0,1,1040,25,39,5,,,,,Unrated,1,1,0
1435,669,615,44,1411,132,128,7,,,,,,,,
,,,,734,39,45,2,975,424,411,16,938,3,3,1
,,,,,,,,1488,165,142,32,,,,
,,,,1046,15,18,2,1109,46,52,0,,,,
1518,6575,4951,567,1885,963,530,179,1845,30,12,4,1920,322,111,143
809,144,180,5,1110,871,1043,113,677,46,90,8,1347,1,0,0
920,0,3,0,840,693,775,97,,,,,Unrated,2,0,0
953,58,65,4,1325,187,179,21,1340,31,29,3,1216,43,50,6
,,,,1728,132,100,12,,,,,1061,0,1,0
1010,86,67,4,1280,255,239,19,1045,67,73,6,1164,43,25,0
,,,,350,21,35,4,,,,,,,,
695,0,3,0,1610,27,12,0,,,,,,,,
591,1,6,0,513,68,92,5,773,44,28,4,Unrated,1,0,0
2109,695,510,47,2210,6644,5205,621,1981,164,92,19,1966,16,5,1
1425,3,1,0,1326,185,148,11,1597,155,131,30,1306,53,51,2
895,1083,1360,50,1344,403,437,31,1413,316,320,43,1501,74,43,5
1188,73,49,4,1426,26,9,2,1393,7,3,2,894,0,1,0
,,,,,,,,,,,,,,,
1057,5,8,0,1314,32,23,2,1347,4,5,1,,,,
1014,13,17,2,1168,223,170,16,,,,,,,,
1291,320,298,45,1434,1633,1552,246,1448,44,26,7,1569,35,16,5
416,0,2,0,894,4,2,0,,,,,,,,
621,0,1,0,642,1,1,0,,,,,,,,
905,1,5,0,885,749,798,33,1316,2,4,0,1103,0,1,0
,,,,929,4,4,1,,,,,,,,
,,,,743,19,26,0,957,1987,2154,140,Unrated,2,0,0
796,5,10,0,991,33,35,5,1156,50,51,5,,,,
,,,,1261,510,487,31,,,,,1492,17,6,2
1122,0,1,0,1214,222,178,14,1233,6,5,0,,,,
1077,125,109,4,1250,672,649,60,584,3,9,2,Unrated,0,1,0
1502,7,32,1,1977,116,112,17,1642,17,13,5,1708,2,0,0
837,156,194,6,1156,2326,2560,109,1146,3,6,0,1089,2,1,0
1459,18,15,0,1829,122,87,31,1828,54,24,4,2175,190,44,45
,,,,879,63,86,8,1313,155,84,24,1195,32,15,2
,,,,620,18,24,2,,,,,,,,
936,1,3,0,929,170,164,17,1242,1,0,0,,,,
1208,7,5,0,1556,90,44,2,1531,18,10,1,,,,
604,9,6,2,504,56,54,6,1053,3,0,0,847,27,20,1
,,,,1094,2592,2683,114,1241,18,16,0,1510,168,79,8
879,0,2,0,921,0,2,0,987,0,2,0,911,2,11,0
1725,28,13,2,2111,4867,4409,298,,,,,,,,
,,,,1091,16,18,0,,,,,,,,
712,48,51,1,939,622,661,77,1031,11,11,1,,,,
863,0,5,0,1238,1191,1421,80,1400,1,0,0,937,0,2,0
678,170,151,1,749,61,55,1,802,10,10,1,751,2,4,0
1292,75,56,3,1798,605,581,35,,,,,,,,
545,0,2,0,755,71,47,5,,,,,,,,
1241,20,35,0,1505,289,216,31,1245,18,17,1,1197,6,4,0
287,0,5,0,549,2,5,0,,,,,Unrated,0,2,0
1726,320,277,19,1672,112,89,7,1433,7,6,0,1338,132,125,7
599,1,6,0,1036,10,8,0,882,2,4,1,1266,93,95,3
772,93,86,3,945,301,255,24,667,0,3,0,Unrated,1,0,0
,,,,892,6,10,2,1219,209,166,17,,,,
876,0,1,0,1347,33,29,2,,,,,,,,
1317,12,9,0,1778,1871,1733,139,,,,,1494,17,7,0
1075,157,164,12,1494,1351,1363,162,1495,9,9,1,1362,353,425,60
1030,15,5,2,984,104,63,17,,,,,,,,
,,,,951,57,60,1,1422,8,0,0,,,,
