bullet_rating,bullet_wins,bullet_losses,bullet_draws,blitz_rating,blitz_wins,blitz_losses,blitz_draws,rapid_rating,rapid_wins,rapid_losses,rapid_draws,daily_rating,daily_wins,daily_losses,daily_draws
987,1,3,0,1179,3,3,0,1568,2,0,0,Unrated,1,7,0
803,2,1,0,1005,129,125,6,1314,1,3,0,1156,148,80,6
967,18,16,0,1075,3,3,0,,,,,,,,
849,79,90,3,998,893,925,50,1221,129,160,11,1099,308,449,13
,,,,1721,15,8,0,800,1,0,0,1434,2,2,0
1126,828,965,19,1416,1685,1400,89,1399,99,69,10,1693,335,171,24
1082,241,189,11,1047,754,732,109,965,33,29,4,1221,71,47,2
941,8,8,1,1248,778,815,48,1253,69,18,0,1216,33,22,1
1263,157,131,2,1472,1510,1413,107,1271,2,2,0,,,,
1063,8,8,1,1282,1094,1030,61,1728,443,352,30,879,6,5,0
508,0,3,0,1125,84,71,5,1374,1,0,0,,,,
,,,,993,525,527,42,1186,1,1,0,,,,
1370,87,83,6,2133,795,1121,78,1372,9,5,0,1318,3,2,0
822,73,97,2,1022,900,908,66,1200,1,7,1,837,0,5,0
,,,,1068,52,44,1,,,,,,,,
1503,1008,890,49,1790,307,260,25,,,,,,,,
1614,0,1,0,1081,8,15,3,1148,0,6,0,1219,12,23,1
1766,952,830,43,1231,272,392,24,1456,29,20,3,884,3,21,0
,,,,,,,,,,,,,,,
1474,7,4,0,2338,3181,1980,192,1658,19,10,0,1509,432,368,40
718,7,35,0,955,53,109,9,1246,39,59,8,1440,73,69,11
,,,,500,4,19,1,1027,0,2,0,948,2,8,0
,,,,,,,,1363,5,6,1,,,,
1032,1,1,0,597,2,8,0,,,,,874,26,33,3
1517,21,7,0,1763,135,82,4,,,,,,,,
,,,,1184,18,62,4,1528,4,9,0,1344,1,28,0
1204,0,2,0,1564,1843,1729,137,1608,69,56,8,1711,121,88,29
,,,,1195,314,296,14,,,,,,,,
787,7,7,0,1330,157,118,14,1220,2,0,0,,,,
482,16,38,0,654,0,4,0,,,,,1180,63,114,3
,,,,1198,5,2,0,,,,,,,,
748,0,3,0,639,1,8,0,1167,224,226,44,Unrated,0,0,1
1292,361,305,9,1333,179,128,11,1227,5,2,0,881,2,1,0
,,,,975,1,0,0,,,,,,,,
,,,,1098,39,54,2,1062,0,1,0,942,554,581,11
1572,202,160,14,1752,242,229,14,,,,,,,,
,,,,773,1,6,0,1833,18,4,1,1953,52,10,7
1772,4590,5106,394,1759,2213,2368,232,1377,2,1,0,876,1,9,0
1331,2392,2306,143,1356,836,722,85,1256,85,57,5,907,1,1,0
,,,,865,25,37,0,,,,,1042,0,1,0
831,0,1,0,910,129,136,12,729,4,6,0,1266,1,2,0
1073,68,63,2,1472,190,156,24,1655,3,2,0,,,,
902,1210,1236,14,971,239,258,13,1318,7,5,0,,,,
852,1,5,0,1591,82,74,9,1570,46,34,13,,,,
602,7,8,0,809,2,2,0,,,,,684,0,2,0
,,,,,,,,,,,,1044,0,5,0
1288,346,325,18,1573,1185,1092,88,1493,117,40,6,1438,16,6,0
1002,13,30,0,1169,87,74,5,1244,44,27,3,977,6,33,0
,,,,1349,7,6,0,,,,,Unrated,0,1,0
1130,200,158,7,1130,929,946,48,,,,,,,,
836,11,22,0,816,38,50,3,725,2,4,0,567,9,28,0
,,,,831,0,4,0,,,,,,,,
611,5,5,0,1374,202,157,14,,,,,,,,
1099,15,25,1,1424,139,131,3,1515,2,0,0,,,,
961,11,9,0,1048,23,25,8,1187,2,3,2,1170,0,6,0
1166,112,73,9,1379,479,329,38,1521,14,5,1,1606,99,63,6
1708,66,57,0,2391,350,134,11,1481,28,17,5,,,,
399,3,16,0,613,23,32,2,646,84,130,29,824,6,24,1
921,752,730,26,1116,420,377,33,1266,5,0,0,1444,16,3,1
,,,,964,1,4,1,,,,,,,,
,,,,638,232,239,17,,,,,Unrated,0,1,0
2129,83,13,0,1720,30,17,2,,,,,,,,
922,11,7,1,884,235,229,17,,,,,,,,
563,1,6,0,1059,13,8,0,1260,4,0,0,1230,4,1,0
1209,1,0,0,1502,1526,1385,134,,,,,1507,33,19,5
701,6,15,0,1019,1040,1011,86,989,1,0,0,,,,
1375,556,382,30,1485,340,220,10,1485,64,62,8,900,0,2,0
,,,,1022,62,83,2,,,,,,,,
473,1,3,0,796,10,11,0,529,0,3,0,1312,13,15,1
746,2,4,0,1120,291,274,26,1047,3,4,0,,,,
1242,156,129,7,1505,1450,1435,126,1051,4,4,0,1148,7,16,0
1432,10,13,3,1485,68,58,3,1412,41,33,3,1036,0,9,0
879,71,53,2,1005,195,178,22,914,17,12,0,,,,
535,0,4,0,600,111,111,5,743,4,8,0,862,2,3,0
652,568,586,8,933,51,49,2,1708,68,21,8,1372,61,52,11
,,,,1828,85,86,4,1169,2,1,0,1565,9,11,2
653,0,1,0,947,298,255,36,994,6,5,3,589,0,2,0
,,,,830,0,1,0,1334,12,3,2,,,,
594,80,83,2,653,106,133,2,1126,16,14,0,1208,1,0,0
1268,357,316,13,1326,594,474,38,1497,59,40,3,1237,111,133,14
,,,,744,2,2,0,903,7,5,0,789,0,2,0
1348,509,462,61,1433,790,729,107,,,,,,,,
566,3,14,0,696,518,586,52,,,,,Unrated,0,1,0
575,8,24,0,856,368,358,26,874,21,42,3,1010,0,1,0
,,,,,,,,1013,0,1,0,961,17,52,0
1240,4,4,0,1071,23,32,5,891,15,12,2,1159,4,8,0
1056,440,449,9,944,283,343,37,981,110,53,20,821,74,268,2
,,,,1102,62,52,4,,,,,,,,
970,2,6,0,946,1,3,0,721,1,8,2,Unrated,2,1,0
,,,,1225,458,406,26,1471,172,112,12,1054,3,1,0
,,,,887,7,12,0,,,,,,,,
910,1,0,0,1379,14,8,1,860,2,2,0,,,,
1189,41,34,2,1210,240,180,14,1151,27,14,6,892,1,5,0
1314,4,8,0,1691,422,357,27,,,,,993,721,358,85
727,3,12,0,724,0,4,0,,,,,,,,
1350,5,5,2,1639,490,451,66,,,,,,,,
1516,63,42,8,1893,553,404,67,1496,8,2,1,2057,1044,431,208
,,,,859,6,11,1,,,,,,,,
801,464,473,20,1126,1308,1269,132,1074,30,26,1,1288,99,92,8
1803,13102,2776,188,1631,459,609,44,1201,97,488,42,1024,0,4,0
,,,,1000,15,21,3,1334,116,67,17,887,1,1,0
,,,,1322,1426,1842,86,,,,,1199,23,24,2
1225,110,156,2,1473,149,141,10,1504,31,40,5,1221,16,45,0
,,,,601,0,3,0,,,,,,,,
,,,,1465,6,3,0,,,,,1541,13,32,0
974,41,51,3,1198,159,199,13,1131,8,10,0,,,,
654,299,313,1,1070,185,200,18,921,0,5,0,574,25,47,6
1204,1089,1059,43,1313,846,788,84,,,,,1395,8,1,0
,,,,437,6,25,1,690,0,2,1,,,,
511,17,27,0,937,613,597,44,1107,1,0,0,,,,
604,9,29,0,860,151,162,11,970,3,9,0,,,,
1251,537,617,15,1425,1077,1134,91,1572,97,105,12,1600,64,85,9
996,0,1,0,1294,13,6,0,,,,,,,,
1191,1997,1936,99,1179,1603,1593,123,1372,215,185,16,1393,55,21,2
,,,,708,1,1,0,,,,,,,,
614,17,14,1,845,147,80,7,1004,87,41,5,966,31,45,1
815,0,1,0,723,166,212,19,775,2,4,0,,,,
700,6,5,0,975,3990,3989,200,874,43,44,1,719,0,4,0
1174,112,84,4,1345,284,247,20,1308,2,0,0,,,,
,,,,1000,2,1,0,744,93,103,10,,,,
759,1,5,0,945,63,52,2,1102,104,100,11,923,0,2,0
,,,,1228,11,5,3,,,,,,,,
1087,244,231,21,1433,1880,1764,233,1258,133,117,17,1410,163,140,17
,,,,405,0,4,0,643,0,1,0,,,,
1820,42,10,3,2068,1497,1307,307,,,,,,,,
667,7,11,0,1035,102,143,6,,,,,,,,
1027,9,28,1,1400,264,231,11,1582,52,34,0,1408,503,424,36
775,4,6,0,721,131,125,0,,,,,,,,
1077,1,1,0,1061,107,160,6,1190,283,252,14,,,,
837,18,29,2,1188,547,535,48,966,2,3,0,1116,152,139,12
1702,24,10,2,1768,128,85,16,,,,,,,,
1167,26,63,3,1323,5006,5193,495,1375,565,1946,66,998,0,2,0
923,0,1,0,1080,1,2,0,,,,,1289,114,15,2
,,,,701,14,9,5,,,,,,,,
765,77,66,2,1119,255,221,10,1322,178,124,16,1478,49,5,0
1200,310,285,8,1269,852,785,83,1200,77,45,13,1118,15,23,1
1000,0,1,0,870,4388,4404,203,1254,2,3,0,1225,24,44,1
1057,3,4,0,969,747,728,49,1103,1,1,0,Unrated,1,0,0
1158,5,7,0,1494,19622,19130,1784,1447,175,184,24,1538,312,282,32
1220,981,910,60,1540,1700,1545,116,1631,27,15,0,988,4,3,0
1154,96,89,5,1054,148,172,6,1138,51,47,4,855,5,20,0
2255,337,335,52,2186,2635,2387,352,1867,15,11,3,1800,41,15,2
526,0,8,0,1187,156,207,11,1157,24,35,4,1522,353,345,45
1246,1957,2169,80,1556,3318,3265,268,1483,200,208,30,1529,683,677,47
785,3,9,0,789,25,39,0,,,,,982,1,8,0
,,,,896,1,3,0,819,7,9,1,,,,
836,58,58,2,939,193,243,15,1075,1,1,0,,,,
1187,19,11,0,1728,4025,2610,124,1056,0,2,0,2181,81,10,12
1213,14,12,0,1596,5772,5602,409,711,2,8,1,1071,1,2,0
1379,87,72,0,1610,1186,1019,111,1851,219,99,13,1583,37,18,4
1214,36,21,0,2281,249,59,7,1455,4,0,1,831,0,2,0
943,49,56,3,1245,1102,1096,92,1042,4,1,0,Unrated,0,2,0
871,0,2,0,1133,483,477,34,,,,,1091,0,1,0
,,,,1071,472,480,39,,,,,Unrated,0,1,0
1603,344,123,22,1653,38,9,2,,,,,1659,361,241,89
696,0,1,0,1127,7,3,2,1074,779,810,68,,,,
995,16,18,0,1018,135,132,12,965,3,1,2,800,0,1,1
698,0,13,0,826,22,66,3,834,0,3,0,1303,7,4,0
1113,316,288,8,1242,587,545,46,1058,36,26,9,1354,4,4,2
1044,0,1,0,864,27,42,2,1039,0,1,0,923,9,36,0
1519,31,60,3,1463,31,71,1,1465,5,17,0,,,,
1079,844,868,22,1472,4863,4969,304,1492,5,4,0,1466,2,1,0
1383,1,0,0,1282,3,4,0,1401,1,0,0,1175,9,21,0
1045,134,166,5,1090,318,332,23,1395,354,351,36,722,18,92,0
831,8,8,0,1230,611,583,54,,,,,1051,4,3,0
,,,,968,11,13,0,809,3,4,0,1286,30,25,0
956,795,782,21,1158,1953,1986,119,1154,96,107,3,1436,314,316,8
1347,3,2,0,1394,5788,5772,468,1170,3,3,1,,,,
1478,0,3,0,814,0,12,0,1384,0,3,0,Unrated,0,4,0
981,5,33,0,1016,36,35,7,1000,86,40,12,957,7,23,2
,,,,906,39,35,1,999,9,8,0,1331,50,6,2
738,45,45,0,1145,306,274,16,,,,,Unrated,1,0,0
1418,951,871,54,1401,1856,2000,180,1388,951,871,54,1471,62,74,6
1601,4032,3830,278,1374,13,11,3,,,,,1853,14,4,2
582,17,42,1,1237,1121,1170,31,1502,435,434,24,1460,15,22,1
1829,1015,924,65,1828,408,339,39,1853,12,4,0,1033,0,1,0
,,,,600,66,54,6,,,,,,,,
,,,,,,,,,,,,,,,
1105,1,0,0,782,12,7,1,,,,,,,,
682,1,8,0,1019,1747,1757,105,1305,2,2,0,,,,
737,17,20,1,1119,63,83,5,879,3,5,0,1085,4,10,0
,,,,1321,1620,1530,64,1501,191,127,9,1612,464,248,22
742,294,340,0,1439,282,222,27,1520,46,25,4,1488,17,7,0
,,,,808,5,11,3,1000,0,0,2,,,,
813,19,35,1,1370,1215,1147,64,989,0,2,0,1162,61,26,3
1802,141,45,4,1966,150,96,24,1516,12,2,1,,,,
814,0,5,0,,,,,1124,0,2,0,Unrated,0,1,0
1061,0,1,0,891,1320,1327,51,981,11,24,0,1177,295,301,14
666,875,913,8,691,1030,1298,50,849,18,31,0,1055,12,38,0
1732,1528,1664,81,1820,1491,1594,135,1675,111,109,9,1516,111,145,16
470,2,17,0,637,152,200,6,,,,,718,0,3,0
1323,1,0,0,1305,622,571,30,1072,63,40,2,1731,150,87,15
,,,,748,57,70,5,,,,,,,,
,,,,,,,,,,,,993,0,9,0
1866,18402,17362,498,2087,65,51,7,,,,,,,,
901,82,93,1,1232,378,354,16,1094,1,2,0,1194,1,2,0
,,,,744,1,1,0,,,,,,,,
,,,,1241,253,231,11,965,78,106,2,1181,112,195,11
1588,4681,4271,235,1567,1523,1217,101,1400,14,8,1,1435,6,1,0
1139,1045,1004,54,1258,703,672,63,834,0,2,0,1372,1,0,0
1632,1301,1013,72,1834,2740,2482,269,1750,251,181,23,1728,113,75,8
1335,1,0,0,1259,967,920,58,1519,155,96,8,1087,7,2,1
1301,71,72,9,1489,88,55,13,1465,37,27,9,,,,
,,,,1418,827,789,58,1277,363,332,35,851,2,2,0
590,1,8,0,582,1,5,0,1378,243,169,11,1277,4,0,1
,,,,855,34,48,5,,,,,,,,
530,25,34,0,642,42,104,0,795,6,16,0,,,,
,,,,,,,,,,,,,,,
2222,7,7,0,2346,59,66,6,,,,,892,12,10,0
408,1,10,0,238,16,44,6,,,,,Unrated,0,1,0
560,9,14,0,820,2,9,0,,,,,,,,
1328,168,113,4,1508,337,243,25,1322,69,33,3,,,,
,,,,883,21,39,0,,,,,,,,
1009,40,44,0,1172,21002,21384,1851,1210,56,86,5,1265,16,36,0
875,401,442,5,909,548,695,54,985,92,68,6,816,1,2,0
,,,,659,65,82,2,1195,2,2,1,,,,
1166,12,27,1,1146,201,209,16,1205,2,3,1,1410,355,331,28
657,0,1,0,872,5,5,0,,,,,Unrated,2,16,0
831,0,4,0,766,109,117,3,953,0,2,0,Unrated,0,1,0
,,,,783,6,14,2,961,25,55,9,,,,
1320,1,2,0,1595,340,305,27,1189,0,3,0,1709,142,106,20
,,,,1289,446,418,31,1382,62,48,4,1371,11,1,0
463,7,16,0,631,6,10,1,800,0,3,0,,,,
666,2,5,0,1177,151,143,9,,,,,654,0,3,0
1045,334,320,8,1344,2232,2316,262,1348,220,217,21,1505,18,10,2
631,48,50,0,1048,1476,1516,89,1025,1,0,0,981,6,6,2
848,0,1,0,897,266,296,27,1301,79,80,7,1044,109,44,6
1185,13,49,0,1247,1374,1628,143,1542,104,108,12,1576,42,54,3
,,,,907,49,44,6,,,,,,,,
1712,1657,1607,122,1922,2410,2093,229,1676,107,74,16,1632,45,14,1
,,,,,,,,,,,,,,,
,,,,1033,392,341,46,1062,90,78,8,664,0,1,0
2033,2124,2399,137,2107,3414,4124,259,1753,88,103,10,Unrated,1,0,0
750,195,281,8,1152,2132,2069,98,1091,494,435,34,1080,31,40,3
1425,375,327,8,1621,1004,918,101,1821,58,39,3,,,,
1365,256,210,15,1805,184,128,16,1767,30,11,2,1271,2,0,0
,,,,907,0,1,0,,,,,,,,
805,67,79,1,1049,102,114,6,1201,19,17,1,1344,13,8,1
537,0,4,0,1205,398,410,27,,,,,1349,17,14,0
993,0,2,0,1044,0,1,0,1097,27,36,3,1200,0,1,0
1355,14075,13718,167,1701,6045,5661,214,1491,14,9,1,1717,134,99,6
1354,1406,1343,70,1368,7224,7144,615,1225,218,343,15,929,17,25,1
,,,,1089,1,2,0,,,,,1311,8,11,0
,,,,1017,31,41,2,,,,,,,,
,,,,1031,1198,1229,50,1503,134,111,8,1528,192,156,17
,,,,1113,1,1,0,1241,14,10,0,Unrated,4,9,0
784,20,40,0,838,133,128,6,1040,67,74,6,781,2,8,0
2104,10178,9006,784,2305,10694,8941,893,1780,157,91,21,1759,63,41,4
1003,16,21,2,1611,1694,1667,169,800,1,0,0,1570,9,13,1
678,15,25,0,624,193,205,22,938,0,0,1,Unrated,1,0,0
,,,,1230,66,49,3,1505,7,5,1,,,,
217,0,11,0,1224,273,213,24,820,15,8,1,1408,15,7,1
535,3,13,0,984,859,870,51,940,23,34,1,1008,6,10,0
1136,76,98,0,1222,3820,3735,339,1548,46,39,2,1658,78,75,12
1488,411,352,32,1754,1763,1523,204,1494,22,11,2,1423,157,159,14
1999,28,3,3,2154,247,165,50,,,,,,,,
,,,,1127,2370,2344,154,896,0,2,0,1329,57,28,0
,,,,2096,1969,1683,219,1200,0,0,3,Unrated,0,1,0
1067,0,1,0,415,8,55,6,737,2,12,3,706,0,10,0
1626,5880,5707,278,1702,9151,8759,554,1604,691,641,41,1104,1,2,2
1547,285,286,21,1910,1640,1676,201,1653,11,4,2,,,,
744,215,226,0,1084,2029,2056,74,1089,373,412,23,1200,1,0,0
1406,60,61,2,1555,1132,1089,109,1439,1,3,0,1851,3,0,1
,,,,961,52,37,6,1059,15,4,0,,,,
,,,,1068,11,13,1,1167,1,0,0,,,,
1011,37,62,1,1271,1235,1312,68,1436,111,100,6,1405,24,13,1
,,,,443,52,74,9,,,,,,,,
2385,139,120,15,2610,273,265,91,2202,4,0,2,,,,
1065,3371,3374,24,994,1061,1029,22,994,236,215,2,941,3,2,0
920,0,3,0,1053,595,653,29,1250,108,126,6,1092,1,3,0
835,3,6,0,1152,28,25,1,1470,1,2,0,,,,
1159,12,11,1,1146,496,484,55,,,,,,,,
511,3,11,0,598,399,406,25,846,67,72,3,774,30,123,1
926,12,13,1,1011,601,620,83,,,,,,,,
1022,926,894,55,1237,1660,1618,171,1159,14,11,2,1087,9,20,1
,,,,879,61,39,4,902,4,6,1,976,1,0,0
,,,,1050,541,523,41,,,,,1178,11,12,0
1935,2237,1507,160,2055,1014,694,81,1689,211,146,31,1376,116,182,4
1014,0,1,0,834,306,289,29,637,35,42,2,,,,
,,,,776,4,11,1,990,0,2,1,,,,
868,1,6,0,1387,479,419,33,,,,,1574,84,63,2
,,,,1598,98,61,15,1457,23,9,1,1621,99,52,13
1242,14415,20280,412,1473,3097,3548,124,1572,58,78,5,1628,434,286,27
,,,,685,37,58,4,841,68,68,11,,,,
,,,,1234,1267,1227,53,,,,,,,,
,,,,1002,56,54,5,,,,,,,,
1006,0,3,0,1174,169,180,6,1340,234,200,9,1310,11,2,3
,,,,475,27,33,0,935,110,152,2,,,,
905,1112,1239,8,1337,3048,3206,65,1119,5,6,0,1371,425,417,13
,,,,1489,365,165,19,,,,,1207,1852,1409,198
800,0,2,0,715,117,106,13,789,34,54,9,868,1,1,0
,,,,,,,,1299,6,8,1,1436,491,454,22
,,,,566,16,32,1,1246,40,34,1,911,0,3,0
,,,,,,,,,,,,,,,
969,79,74,2,1052,517,546,32,1106,1,4,0,1001,4,7,0
1319,223,223,16,1565,2499,2417,265,,,,,1253,2,1,0
1171,2,41,0,957,770,1068,59,1038,23,78,2,1387,11,10,0
486,1,5,0,1269,422,376,30,818,11,16,0,1323,101,87,1
963,9,13,0,1235,131,121,12,1574,25,13,4,1742,55,33,6
,,,,1199,383,442,17,1095,0,2,0,1311,6,12,2
1359,349,307,31,1325,903,826,95,1255,40,25,2,,,,
1724,18,0,0,1335,4,0,0,,,,,821,10,26,0
1628,0,1,0,2137,5033,4447,672,1809,1,0,0,1580,161,118,26
655,10,22,0,969,141,130,4,1247,73,80,3,1136,152,140,4
1185,358,344,8,1325,397,398,14,869,5,2,0,1353,30,13,0
826,222,203,1,1070,136,140,5,1301,12,6,0,,,,
1894,1621,1392,88,1976,1921,1586,158,1588,332,228,22,1065,329,361,21
,,,,1448,497,470,75,,,,,,,,
860,0,2,0,1124,1710,1680,128,1185,369,372,26,1418,308,293,27
,,,,869,29,24,1,815,1,5,0,,,,
,,,,800,0,0,1,,,,,,,,
793,16,73,1,1093,356,774,53,1105,511,520,88,,,,
,,,,1983,1,0,0,,,,,1887,132,21,10
934,0,2,0,1416,89,95,1,1442,57,56,0,1365,2,4,0
692,2,2,0,975,94,62,9,1091,2,3,0,1184,195,93,7
1139,1772,2057,58,1462,2549,2588,189,1436,166,133,11,1615,290,128,19
,,,,1245,1,0,0,1709,30,3,3,,,,
,,,,1104,34,34,0,,,,,1301,4,3,0
852,2,4,0,1155,685,695,68,,,,,,,,
955,349,352,5,1006,856,888,60,928,138,195,18,1097,25,45,2
,,,,1338,10,8,2,1488,28,20,2,Unrated,0,1,0
,,,,1303,47,29,4,1552,1,0,0,2084,186,53,41
781,4,12,0,1092,41,66,5,1227,168,183,19,1473,73,104,10
1163,131,91,8,1186,778,742,88,841,32,27,3,Unrated,0,1,0
837,0,1,0,766,17,5,0,,,,,1234,8,2,0
838,0,1,0,623,31,37,8,958,265,263,21,1000,0,1,0
,,,,835,56,48,2,,,,,,,,
1087,2,5,0,702,34,54,2,1285,34,16,0,Unrated,1,0,0
1288,308,303,29,1279,560,527,45,1548,13,5,0,1476,100,21,0
,,,,588,0,5,0,,,,,946,0,2,0
880,0,3,0,1113,645,636,60,1232,1,1,0,1445,1892,1944,150
763,6,12,0,1260,4374,5367,178,1209,33,36,2,1180,2555,2903,110
1266,1,0,0,1412,1246,1226,71,1436,4,2,0,1544,713,519,94
620,55,49,0,947,489,446,28,1135,25,16,0,,,,
582,242,271,1,608,524,545,50,751,19,21,1,815,3,8,0
531,12,41,0,787,824,966,50,832,12,33,0,964,647,1474,31
,,,,875,0,2,0,,,,,,,,
651,0,1,0,1110,2682,2890,102,701,0,2,0,1351,195,177,3
648,0,1,0,672,2,3,0,580,7,12,0,,,,
948,5,8,0,1483,468,395,22,1435,5,3,0,,,,
,,,,1271,476,402,29,1335,147,83,13,,,,
635,0,1,0,825,208,161,9,907,64,47,2,,,,
742,4,8,0,1248,1209,1176,94,,,,,1260,3,5,0
1515,3,6,0,1611,1330,1353,145,1693,11,5,0,,,,
1237,11,10,2,1306,1125,1155,90,1143,0,2,0,1223,30,26,0
798,3,4,0,783,10,19,1,681,0,1,0,1109,102,166,5
662,1,4,0,866,392,391,27,,,,,,,,
1407,2458,2401,70,1528,6084,5840,274,1466,82,72,2,1680,188,117,9
869,2,5,0,1186,68,51,5,1343,8,4,1,1537,59,64,4
,,,,,,,,,,,,1417,4,15,0
922,24,37,0,1201,417,405,42,1215,279,242,21,Unrated,0,2,0
1291,1369,1378,53,1458,1009,1020,66,1522,83,77,16,,,,
,,,,668,19,22,3,,,,,,,,
829,0,1,0,1728,1426,919,99,1671,26,16,3,1457,1094,686,125
637,0,1,0,796,528,533,17,908,11,11,1,,,,
1418,0,2,0,1213,719,825,60,1447,1,3,0,,,,
627,0,1,0,665,53,55,8,,,,,,,,
1428,8104,7192,641,1663,935,583,62,1531,588,301,33,1774,203,91,20
1136,282,247,3,1134,201,230,18,1217,158,111,9,,,,
1288,75,61,10,1301,907,881,39,1623,7,3,1,1514,421,323,25
,,,,683,263,264,15,,,,,,,,
1006,1,4,0,1157,854,814,55,1195,85,88,3,1004,1,5,0
502,9,43,1,649,25,89,10,625,1,5,6,671,22,39,1
,,,,,,,,,,,,1669,145,118,19
,,,,1120,294,253,30,,,,,,,,
1300,3942,4362,225,1548,1206,1261,106,1728,17,9,4,1800,180,48,13
1606,4321,4271,146,1707,1221,1209,91,1704,20,10,1,1157,1,1,0
,,,,1097,165,148,9,1720,5,0,1,,,,
1180,166,168,1,1576,1758,1377,86,1670,11,4,1,1199,30,47,2
914,170,165,5,1261,10393,10292,530,,,,,,,,
,,,,,,,,,,,,,,,
698,213,247,7,1156,209,178,16,,,,,,,,
849,81,69,1,891,9,12,1,944,2,6,0,1061,0,2,0
563,16,31,0,1009,26,47,3,1395,427,359,64,765,0,1,0
925,512,499,19,1056,208,211,26,1072,21,17,0,856,0,1,0
,,,,938,670,704,40,1162,1,0,0,,,,
799,2,1,0,954,49,48,3,1107,24,15,1,,,,
1003,0,1,0,1276,1647,1433,102,1142,4,1,1,1270,2,2,1
760,450,421,6,1017,429,462,20,1066,27,45,4,1166,1,1,0
1065,885,896,49,1166,428,464,18,,,,,1064,4,0,0
,,,,768,2,4,1,,,,,,,,
1140,17,14,0,1898,5711,4979,541,1454,4,4,0,1486,1081,714,61
539,16,30,0,842,103,137,18,,,,,,,,
800,0,1,0,839,1,10,1,,,,,,,,
1667,11,5,2,1935,134,92,10,1778,23,12,1,1051,18,64,0
1529,1778,1726,130,1484,651,606,52,1322,25,9,1,,,,
507,11,22,0,548,317,349,23,,,,,841,0,8,0
610,20,39,0,804,13,17,1,,,,,1116,4,6,0
862,65,97,2,1190,88,89,5,1671,55,20,5,1330,12,7,0
1665,839,791,30,1913,6111,5717,590,1550,247,160,21,1426,9,0,0
767,3,5,0,1007,139,141,9,786,0,1,0,,,,
1457,1954,1866,96,1545,628,541,51,1000,2,2,1,1391,1,0,0
1123,3,5,1,1638,1058,1028,77,,,,,1032,245,672,9
,,,,929,22,13,2,,,,,,,,
1458,1764,1588,72,1629,3454,3127,236,1531,9,3,0,1489,2,0,0
1415,499,521,21,1582,886,741,81,1225,43,6,1,1629,7,0,1
919,1,3,0,1053,24,27,2,1462,2,1,0,Unrated,1,0,0
775,1,2,0,1058,790,790,18,958,13,11,0,,,,
914,17,35,0,1343,497,443,46,1277,51,48,2,949,18,95,0
,,,,916,192,205,3,,,,,1248,1,0,0
773,97,79,2,1110,443,447,27,1137,176,159,10,1312,11,3,0
2100,2,0,0,2139,176,102,38,2100,2,0,0,1230,2,0,0
607,0,1,0,496,79,109,0,,,,,,,,
1610,567,509,46,1790,1179,1031,130,1387,174,151,9,1628,63,9,2
,,,,882,54,38,6,,,,,,,,
1983,1605,1475,52,2102,2694,2367,169,1840,32,23,3,1380,14,44,0
2116,305,278,24,2326,475,390,83,1800,3,1,1,,,,
,,,,906,235,238,26,,,,,,,,
961,1,5,0,1668,38,20,1,,,,,,,,
725,20,34,1,1197,1102,1044,78,,,,,919,2,3,1
,,,,1589,264,334,18,1439,384,465,57,1382,25,100,2
,,,,970,104,124,5,1265,12,11,3,,,,
733,22,29,0,1074,538,544,50,,,,,1298,1,1,0
533,22,30,0,768,270,304,21,664,0,4,0,1343,10,1,0
769,739,796,10,1372,506,482,20,1460,2,1,0,,,,
1774,118,87,6,1869,504,436,32,1237,6,8,0,Unrated,0,2,0
588,3,5,0,733,1,1,0,1351,8,4,0,,,,
,,,,,,,,,,,,1667,0,2,1
1716,179,127,13,1844,281,232,59,924,1,1,0,,,,
1149,192,184,17,1290,561,546,49,798,0,1,0,,,,
989,1,5,1,1266,746,734,34,1579,189,138,14,2163,42,3,2
,,,,971,1,4,0,,,,,,,,
1036,0,1,0,783,379,405,34,1322,1,1,0,1242,3,2,0
419,0,3,0,850,113,87,13,,,,,,,,
1332,1,0,0,1507,264,289,6,1678,984,1006,72,1200,0,1,0
,,,,626,607,591,124,,,,,,,,
,,,,1196,252,244,23,,,,,,,,
,,,,1154,8,10,0,,,,,,,,
1123,167,201,4,1664,2210,2778,233,1488,409,324,56,1459,79,60,12
1198,77,78,2,1227,15,19,1,1276,1,3,1,1090,4,7,0
337,0,22,0,820,2,2,0,1267,2,2,1,1099,131,143,2
1160,0,1,0,1212,103,90,3,1456,67,56,1,1437,842,755,59
1347,285,366,21,1375,2579,2570,173,1533,37,37,2,1444,3339,3391,320
628,1505,1680,7,998,3242,3468,147,1154,5,6,1,1206,1453,1892,110
1400,0,6,0,1600,30,22,0,1818,5,1,0,,,,
1343,176,161,12,1552,403,404,35,1618,297,286,58,1451,29,13,4
,,,,1060,418,400,18,,,,,,,,
,,,,598,34,35,0,,,,,,,,
985,1,2,0,1019,217,211,20,,,,,,,,
,,,,607,70,55,7,821,1,2,1,1268,3,1,0
,,,,1664,3354,3212,307,,,,,Unrated,0,2,0
,,,,880,0,2,0,1538,569,507,52,,,,
1503,13495,10771,221,1595,6924,3347,109,1407,966,217,13,Unrated,0,1,0
,,,,895,966,984,53,1212,1,2,0,1461,4,0,0
,,,,,,,,,,,,1088,26,26,0
1177,53,38,2,1463,134,46,8,1564,6,2,1,,,,
1911,767,302,49,1828,323,144,17,1614,97,38,7,1284,1,1,0
,,,,1224,1243,1300,87,,,,,,,,
